trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.39653141907499284}",25,0,-103.67551611601019,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,20,6.6469484794524885,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39258586553151836}",20,12,-20.160029147416555,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,14,-6.628038009884853,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.388679570901753}",25,3,-36.2005995511034,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545012}",25,11,-29.456682482259442,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.3848121445529785}",25,0,-4.223762036419732,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,0,0.4000000820163281,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.38098319973933725}",20,12,0.5250613449472759,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.37908303810339883}",25,1,-97.32741741142438,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 2}",1
195,False,"{'a': 0.5, 'e': 0.37719235356315695}",35,16,-41.659423889328046,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.37531109885139957}",25,13,4.454970666090163,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37343922693666093}",25,8,-4.428337899169575,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,2,0.025283064450951187,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.369723444544059}",20,0,-74.19404140958622,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,8,-19.28728382277717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.36604463480401533}",20,5,-8.854488592237066,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,13,6.109964362433654,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.36240242983249027}",30,0,11.45352012909698,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.3605949401730783}",20,0,19.133556253504604,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.3587964654059516}",25,12,-24.865560656775646,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,11,9.296271911901682,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.3552263809249515}",25,10,-80.94529458370921,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
208,False,"{'a': 0.5, 'e': 0.35345468195878016}",20,0,-56.00120677109658,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.3516918193780669}",20,2,-2.380648828862593,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3499377491111553}",30,9,-91.71902129461282,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 2}",1
211,False,"{'a': 0.5, 'e': 0.3481924273061976}",30,16,-71.01014444574267,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.3464558103300574}",20,6,12.68792181488758,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.3447278547672202}",20,2,-24.407853028241092,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.34300851741870664}",20,0,-6.987639435346168,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.3412977553009937}",20,0,-9.283669204335393,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.3395955256449391}",35,22,7.094633391411111,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33790178589471304}",20,0,-10.803793104246921,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.33621649370673334}",20,9,17.996395063105506,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.3345396069486076}",20,15,-12.652989472607079,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,14,12.142721398277335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.331210882241981}",20,10,5.051275877286241,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,0,-39.06617607806071,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.32791527889958855}",25,3,20.84000619810694,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",35,25,0.8604821892163401,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",30,8,-19.886637159421806,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",30,8,-6.836382707966736,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",20,10,10.389732457327304,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.31981902181630384}",20,13,7.063951620081146,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",30,6,-35.0810142521446,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.31663676937905316}",25,15,-42.76658423465138,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.3150575369034133}",20,0,-27.294268398482092,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,0,-44.57497642308629,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",20,5,8.408663484350013,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",25,3,-49.645048113818554,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",25,2,1.652627547039819,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,4,13.50833583112725,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",20,10,17.55403254121006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",35,24,17.462619761460108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",30,16,15.144276165899306,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,0,-38.91726425842679,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",30,9,22.07294557084167,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,6,5.3511302814357125,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29671001429404525}",20,0,-3.865786461109087,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",30,15,-5.860432776866967,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29375770032353277}",30,12,16.006040520210032,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",30,19,-34.69370756384811,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.29083476236785155}",20,0,17.70999222866606,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,12,8.185146976893158,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307702}",20,0,-32.06979374455396,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",30,0,-32.31832966194724,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.28507584822445353}",20,0,-59.23755725167742,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,0,-29.55183005911045,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",25,20,8.134488578551784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",25,0,-49.94089181116959,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",20,0,-27.302877330116864,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,0,-25.666975215632544,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",25,0,24.740662835039085,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,0,-58.563189065474674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",30,13,-32.126925810365044,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,0,11.471582569886433,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",25,12,16.84201275418494,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.2698200563846868}",20,5,22.285304089089262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2684743232392366}",20,15,-2.9458255190898086,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,13,20.38483200909631,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2658029590889266}",20,3,20.28577149846971,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,4,-29.79039993918618,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",25,13,-15.295590189603253,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.261845668580326}",25,9,23.208963671926973,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.2605397078599756}",20,10,6.4033091065979475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,5,-25.79143413268381,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",20,8,16.90857189870837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,0,-21.54685350887288,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.2553806759880777}",25,15,12.41823271757883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,1,-37.47743391228578,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.25283959580474646}",20,12,-27.331626715018572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.25157855305975646}",30,1,16.399724194063946,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",20,3,14.91345029627169,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24907530463166816}",20,9,-23.78416154952463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",20,14,10.944619679195092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160643}",25,18,-11.686545516717114,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292634}",20,0,13.061154296663021,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,2,-57.69697011985013,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.24292561344874244}",20,3,-51.94669625369006,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
284,False,"{'a': 0.5, 'e': 0.24171401689703645}",30,17,25.411789310297564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.24050846320834213}",20,15,-5.738347829414423,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,8,21.24205926089434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",30,10,11.815767964844099,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,0,-34.038156392966464,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",20,12,12.665999972318708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23457028809379765}",30,0,-8.213841524057639,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.23340036390115132}",20,8,-19.151947171611667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,9,-8.314611812917029,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23107799147733019}",35,21,0.6270651669773866,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,4,-16.601711277385103,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",30,5,-13.494142587494036,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,13,19.7315618133889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646874}",20,0,-15.672697069810733,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.22537265553943872}",25,7,18.260126423120923,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,5,-62.864566911622816,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,12,21.917846949189247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.22201729383194937}",30,13,10.302573403338593,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2209099779593782}",30,13,-2.644923182438444,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",25,14,22.2726378542767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21871188695221475}",25,0,-8.554988783612332,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.21762105686523284}",25,3,-14.082672384312552,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,12,-27.907378391010486,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",30,13,-19.88115103160311,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,5,22.404272321965472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291523}",20,14,10.361026819223103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674304}",25,19,12.807743660033772,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",20,6,-29.60639144505031,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,0,26.66296912278564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.20908801317328293}",30,5,-5.670580606510737,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",25,13,11.420198301313576,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",25,19,13.599693231094083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,7,23.137859479674404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2049477931167973}",20,12,14.134117897271986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421342}",25,0,-3.762511576695445,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.20290852850254407}",35,16,19.827539128269088,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,0,27.926109915204417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",20,6,15.475945998846614,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,9,-24.72394802039565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081962}",20,6,-62.665912613326384,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,11,17.369763864389366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",25,16,-25.734382407602478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,6,-4.001529707599209,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.1949523712991825}",30,13,6.2636705476170516,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",30,13,29.587857909310742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",20,3,-7.908573859748737,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19204990862075408}",25,0,-65.56078057965522,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",20,16,7.154572803406357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,8,23.10881800699472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,13,9.47319913903395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,15,1.4978603385002263,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",20,4,11.077120390351498,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18637397603940997}",30,15,-9.018745168559285,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,0,6.547629194269347,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.18451952399298926}",25,0,25.287081325321417,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.18359922902771786}",25,0,-36.989322403201285,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,0,20.359124052364976,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",35,24,19.763141343207483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,16,8.057024123147713,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",25,4,29.876388421302853,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149322}",25,0,16.191804164137118,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.1781730517728984}",20,6,20.910736172320874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,7,-18.389815030233823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634}",25,10,-19.906327868884258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,8,-59.31368998293144,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",20,6,-2.0557643059259023,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",25,0,32.53324947817324,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.17290724229171636}",20,9,17.996874316377586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,7,29.124506945676345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1711867864849409}",30,0,2.5369046384935237,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.17033298882540943}",30,8,23.023178013948637,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947006}",20,2,15.58855654952338,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,0,6.485080215432967,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.16779706100018585}",20,10,4.894407943133584,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,0,-16.207662051027206,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",20,2,14.255040931810331,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,3,19.56183884162605,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.1644744565771549}",20,0,-82.21923494766352,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,0,10.134577457437787,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.16283790839019696}",25,19,13.597430743278629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388075}",30,2,0.22385394853732543,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16121764412977677}",25,0,26.636327828246618,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,13,16.149408950806183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15961350176811803}",35,28,10.313720236179226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.15881742610692068}",30,21,4.564082949533727,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
